,company_name,best_match,best_score
20829,neuberger berman h yld st fd,,-1
20830,virtus allianzgi convertible,,-1
20831,igate computer systems,,-1
20832,western asst glbl hi incm fd,,-1
20833,blackrock muni ny int dur fd,,-1
20834,blackrock municipal income,,-1
20835,blackrock cr alloc incm tr i,,-1
20836,cardiff oncology,,-1
20837,whiting petroleum,,-1
20838,lkq,,-1
20839,international steel grp,,-1
20840,atikwa resources,,-1
20841,granite real estate invest,,-1
20842,seair,,-1
20843,olivut resources,,-1
20844,bridgemarq real este svcs in,,-1
20845,great lakes carbon income fd,,-1
20846,liberty bell bank,,-1
20847,plutonic power,,-1
20848,simsmart,,-1
20849,mainstreet equity,,-1
20850,middlebrook pharmaceuticals,,-1
20851,genitope,,-1
20852,cinedigm,,-1
20853,natural golf,,-1
20854,lightfirst-redh,,-1
20855,indexplus income,,-1
20856,ci active credit etf,,-1
20857,quanta capital,,-1
20858,el paso production hldg-redh,,-1
20859,centennial speclty foods cp,,-1
20860,amis,,-1
20861,franklin bank,,-1
20862,cancervax,,-1
20863,nelnet,,-1
20864,brillian,,-1
20865,ashford hospitality trust,,-1
20866,legend intl,,-1
20867,blue,,-1
20868,select 50 s-1 income tr,,-1
20869,esperanza resources,,-1
20870,nitromed,,-1
20872,knbt bancorp,,-1
20873,omniq,,-1
20874,pimco income strategy,,-1
20875,managed duration invt mun fd,,-1
20876,h&e equipment,,-1
20877,chukchansi econ dev aut-redh,,-1
20878,pharmacyte biotech,,-1
20879,first banking center,,-1
20880,franklin dur income tr,,-1
20881,lecg,,-1
20882,sirva -redh,,-1
20883,tolerrx-redh,,-1
20884,flaherty & crumrine tot ret,,-1
20885,first tr value line div fd,,-1
20886,dws rreef real estate fd ii,,-1
20887,track group,,-1
20888,centerpoint enrg houston ele,,-1
20889,oncor electric delivery,,-1
20890,stratabound minerals cp-old,,-1
20891,northair silver,,-1
20892,seacoast commerce banc,,-1
20893,big 8 split,,-1
20894,crew energy,,-1
20895,puda coal,,-1
20896,sigmatel,,-1
20897,myogen,,-1
20898,xperi holding,,-1
20899,coast financial,,-1
20900,td synnex,,-1
20901,first marblehead,,-1
20902,marlin business,,-1
20903,origen financial,,-1
20904,canetic resources trust,,-1
20905,alacer gold,,-1
20906,falcon financial invt trust,,-1
20907,highland hospitality,,-1
20908,eyetech pharmaceuticals,,-1
20909,tercica,,-1
20910,american eqty invt life,,-1
20911,global indemnity group,,-1
20912,public management,,-1
20913,provide commerce,,-1
20914,allegheny enrg supply,,-1
20915,central hudson gas & electr,,-1
20916,exelon generation,,-1
20917,paragon commercial,,-1
20918,blackrock mun 2020 term tr,,-1
20919,blackrock fla mun 2020 term,,-1
20920,diversitrust stable incm fd,,-1
20921,first trust/four corners sr,,-1
20922,eaton vance tax advt div,,-1
20923,ing clarion re income,,-1
20924,ishares core us aggr bd etf,,-1
20925,nuveen diversified div incm,,-1
20926,western ass inf-lkd incm fnd,,-1
20927,chevy chase bank fsb,,-1
20928,guide exploration,,-1
20930,fidelity nasdaq cmps idx etf,,-1
20931,integrity bancshares,,-1
20932,palmsource,,-1
20933,vfc,,-1
20934,wavefront technology soltns,,-1
20935,callidus software,,-1
20936,conn's,,-1
20937,kintera,,-1
20938,coates motorcycle-redh,,-1
20939,acorda therapeutics,,-1
20940,newalliance bancshares,,-1
20941,alphasmart,,-1
20942,universal technical inst,,-1
20944,kansas city power & light,,-1
20945,laclede gas,,-1
20946,madison gas & electric,,-1
20947,northern border pipeline,,-1
20948,talen energy,,-1
20949,government properties trust,,-1
20950,ppol,,-1
20951,ishares us transportation,,-1
20952,american life holding,,-1
20953,calpine natural gas trust,,-1
20954,movie distribution income fd,,-1
20955,pseg energy,,-1
20956,pseg power,,-1
20957,public service new mex,,-1
20958,puget sound energy,,-1
20959,southern power,,-1
20960,pudo,,-1
20961,pioneer mun high adv tr,,-1
20962,convertible & yield adv tr,,-1
20963,gtx,,-1
20964,intercard-redh,,-1
20965,harbin electric,,-1
20966,renovis,,-1
20967,tempur sealy intl,,-1
20968,american achievement,,-1
20969,american cellular,,-1
20970,business trust equal wt incm,,-1
20972,hilltop,,-1
20973,andover mining,,-1
20974,connecticut bank&trust/ne,,-1
20975,sciti trust ii,,-1
20976,wheeling pittsburgh,,-1
20977,blackrock fltg rate incm str,,-1
20978,neuberger berman re sec fd,,-1
20979,monitronics intl -old,,-1
20980,national wine & spirits,,-1
20981,carmanah technologies,,-1
20982,assurant,,-1
20983,asset acceptance capitl cp,,-1
20984,crosstex energy,,-1
20985,rockwood specialties grp,,-1
20987,revett mining,,-1
20988,entertainment one income fun,,-1
20989,cbd media,,-1
20990,united components,,-1
20991,golfsmith intl,,-1
20992,tns,,-1
20993,compass minerals intl,,-1
20994,portec rail products,,-1
20995,jl french automotive casting,,-1
20996,electro energy,,-1
20997,priszm income,,-1
20998,stratagold,,-1
20999,ishares select dividend etf,,-1
21001,buffalo wild wings,,-1
21002,airbee wireless,,-1
21003,medical marijuana,,-1
21004,dds wireless intl,,-1
21005,paladin,,-1
21006,chartwell retirement resid,,-1
21007,financial 15 split,,-1
21008,isabella bank,,-1
21009,aspen insurance,,-1
21010,kronos worldwide,,-1
21011,brascan soundvest divr incm,,-1
21012,vistra,,-1
21013,select 50 s-1 income tr ii,,-1
21014,trip com group,,-1
21016,trw automotive,,-1
21017,nuveen mun high opp fd,,-1
21018,dex media-old,,-1
21019,oxford square capital,,-1
21020,cineplex,,-1
21021,eaton vance sr fltng rte tr,,-1
21022,gabelli dividend & income tr,,-1
21023,mundoro capital,,-1
21024,caplease,,-1
21025,pcb bancorp,,-1
21026,western standard metals,,-1
21027,western asst emerg mrkt debt,,-1
21028,genesis financial-redh,,-1
21029,rab,,-1
21030,mru,,-1
21031,workbrain,,-1
21032,corgentech-old,,-1
21034,atheros communications,,-1
21035,times three wireless,,-1
21036,ishares tips bond etf,,-1
21037,rf capital group,,-1
21038,vaso active pharma,,-1
21039,spirit realty capital,,-1
21040,central freight lines,,-1
21041,metanor resources,,-1
21042,marchex,,-1
21044,immunicon/de,,-1
21045,diversified pfd shares trust,,-1
21046,southgobi resources,,-1
21047,woodbridge,,-1
21048,preferred secs income fd,,-1
21049,acuity growth & income trust,,-1
21050,blackrock equity dividend tr,,-1
21052,procentury,,-1
21054,bristol west,,-1
21055,peninsula pharma-redh,,-1
21056,intersections,,-1
21057,sunset financial res,,-1
21058,high yield & mtg plus trust,,-1
21059,mei pharma,,-1
21060,village farms intl,,-1
21061,rmr real estate incm fd -old,,-1
21062,ue waterheater income,,-1
21064,washtenaw group,,-1
21065,u s geothermal,,-1
21066,jed oil,,-1
21067,lydian trust-redh,,-1
21068,santarus,,-1
21069,assured guaranty,,-1
21070,memory pharma,,-1
21071,first natl bankshrs fl,,-1
21072,ressources pershimco,,-1
21073,austral pacific energy,,-1
21074,new york mortgage trust,,-1
21075,dyadic international,,-1
21076,new millennium iron,,-1
21077,capterra financial group,,-1
21079,applied solar,,-1
21080,nutrastar international,,-1
21081,novacept-redh,,-1
21083,oak ridge financial,,-1
21084,fieldstone investment,,-1
21085,gastem,,-1
21086,jazz semiconductor -redh,,-1
21087,genworth financial,,-1
21088,ishares core s&p tot u s mkt,,-1
21089,simplicity bancorp,,-1
21090,mint,,-1
21091,sigma industries,,-1
21092,evergreen,,-1
21093,cohen & steers reit utl fd,,-1
21094,nuveen tax-adv tot ret st fd,,-1
21095,pioneer muni eq incm tr,,-1
21096,syniverse-old,,-1
21097,guggenheim enhanced eqty fd,,-1
21098,eaton vance tx adv glbl div,,-1
21099,wild stream exploration,,-1
21100,fun technologies,,-1
21101,technipower systems,,-1
21102,vanguard consumer discrt etf,,-1
21103,vanguard small-cap grwth etf,,-1
21104,vanguard small-cap value etf,,-1
21105,vanguard mid-cap etf,,-1
21106,vanguard large-cap etf,,-1
21107,vanguard growth etf,,-1
21108,vanguard value etf,,-1
21109,vanguard small-cap etf,,-1
21110,cytokinetics,,-1
21111,bancorp,,-1
21112,duvernay oil,,-1
21113,guest tek interactive entmt,,-1
21114,kangaroo media,,-1
21115,obn,,-1
21116,pny technologies-redh,,-1
21117,gander mountain,,-1
21118,barrier therapeutics,,-1
21119,sp plus,,-1
21121,semiconductor mfg intl,,-1
21122,marketaxess,,-1
21123,b&g foods,,-1
21124,placer sierra bancshares,,-1
21125,liberman brdcsting-redh,,-1
21126,metabasis therapeutics,,-1
21127,pro-vest growth & income fnd,,-1
21128,skylon growth & income trust,,-1
21129,strata income,,-1
21130,maclos capital,,-1
21131,artis reit,,-1
21132,firstbank financial srvc,,-1
21133,carerx,,-1
21134,procera networks,,-1
21135,atlantic broadband finance,,-1
21136,etrials worldwide,,-1
21137,osage exploration dev,,-1
21138,southwest casino,,-1
21139,reddy ice,,-1
21140,altima resources,,-1
21141,arbor realty trust,,-1
21142,seven networks-redh,,-1
21143,ishares nyse 100 etf,,-1
21144,ishares nyse composite etf,,-1
21145,affirmative ins,,-1
21146,oasis semiconductor-redh,,-1
21147,life time fitness,,-1
21148,rdx technologies,,-1
21149,opti canada,,-1
21150,osprey media income,,-1
21151,global gold,,-1
21152,planet green,,-1
21153,financial pacific-redh,,-1
21154,collegiate funding,,-1
21155,coinmach service,,-1
21156,color kinetics,,-1
21158,celldex therapeutics-old,,-1
21159,greenfield online,,-1
21160,stonemor,,-1
21161,domino's pizza,,-1
21162,gsi technology,,-1
21163,saratoga resources,,-1
21166,bg incm plus grw split trust,,-1
21167,thomas properties group,,-1
21168,nextest systems,,-1
21169,netlogic microsystems,,-1
21170,prospect capital,,-1
21172,mavrix management,,-1
21173,valor communications group,,-1
21174,nuveen floatng rate incme fd,,-1
21175,worldspan technol-redh,,-1
21177,hospira,,-1
21178,metropcs communications,,-1
21179,mtone wireless-redh,,-1
21180,navteq,,-1
21181,lindows-redh,,-1
21182,global resource split,,-1
21183,auxilium pharma,,-1
21184,first trust/value line,,-1
21185,active network,,-1
21186,xerium technologies,,-1
21187,nanosys-redh,,-1
21188,eaton vance tax ad glb dv op,,-1
21189,lazard global total ret incm,,-1
21190,salmedix-redh,,-1
21191,biorem,,-1
21192,northstar realty finance cp,,-1
21193,lakeview hotel investment,,-1
21194,blackrock enhanced cap &,,-1
21195,wells fargo util & hi income,,-1
21196,rmr hospitality real estate,,-1
21197,ts&w claymore tax advntg bl,,-1
21198,primus guaranty,,-1
21200,capstone infrastructure,,-1
21201,alphabet,,-1
21202,uranerz energy,,-1
21203,planetout,,-1
21204,interactive health-redh,,-1
21205,mccormick & schmicks seafood,,-1
21206,synetics soultions-redh,,-1
21207,mannkind,,-1
21208,w&t offshore,,-1
21209,memec-redh,,-1
21210,infrasource,,-1
21211,panda ethanol,,-1
21212,titan exploration,,-1
21213,yasheng group,,-1
21215,prn -redh,,-1
21216,careview communications,,-1
21217,morningstar,,-1
21218,new river pharma,,-1
21219,stereotaxis,,-1
21220,texas roadhouse,,-1
21221,gramercy property trust,,-1
21222,capital lodging-redh,,-1
21223,cencosud sa,,-1
21224,qustream,,-1
21225,grande cache coal,,-1
21226,peoplesupport,,-1
21227,rightnow technologies,,-1
21228,tower group intl,,-1
21229,qc,,-1
21230,bankwell financial group,,-1
21231,doman building matls gp,,-1
21232,answers,,-1
21233,smartpros,,-1
21234,callwave,,-1
21235,ag growth international,,-1
21236,china education alliance,,-1
21237,cardinal state bank,,-1
21238,metalico,,-1
21239,180 connect,,-1
21240,vipr,,-1
21241,extra space storage,,-1
21242,neurometrix,,-1
21243,oak street fin srvc-redh,,-1
21245,cogent,,-1
21246,sybari software-redh,,-1
21247,eurobancshares,,-1
21248,ziprealty,,-1
21249,lumera,,-1
21250,volterra semiconductor,,-1
21252,mq associates,,-1
21253,anvil mining,,-1
21254,hercules capital,,-1
21255,washingtonfirst bankshares,,-1
21256,cnb /sc,,-1
21257,liberty global plc,,-1
21258,gabelli global util &incm tr,,-1
21259,blackrock dividend income tr,,-1
21260,first trust sr float rate ii,,-1
21261,mict,,-1
21262,western asst inflatn mgmt fd,,-1
21263,full metal minerals,,-1
21264,commercial vehicle group,,-1
21265,rtw retailwinds,,-1
21266,fidelity natl info svc-redh,,-1
21268,ohr pharmaceutical,,-1
21269,tpc group,,-1
21270,vicwest,,-1
21271,displaytech-redh,,-1
21272,teleglobe intl,,-1
21274,global signal,,-1
21275,intralase,,-1
21276,beacon roofing supply,,-1
21277,saxon reit-redh,,-1
21278,symmetry medical,,-1
21279,general nutrition cntrs,,-1
21280,roc preferred,,-1
21281,stratagene,,-1
21282,aic global finl split,,-1
21283,sequoia oil & gas trust,,-1
21284,global 45 split,,-1
21285,crown hill dividend,,-1
21286,sfl,,-1
21287,global entertainment,,-1
21288,gol linhas aereas inteligent,,-1
21289,xyratex,,-1
21290,thl bedding holding-redh,,-1
21291,kongzhong -adr,,-1
21292,ssa global technologies,,-1
21293,powerdsine,,-1
21294,viaspace,,-1
21295,vault energy trust,,-1
21296,imvescor restaurant grp,,-1
21297,xceed mortgage,,-1
21298,abington bancorp,,-1
21299,gmh communities trust,,-1
21300,vivid learning systems,,-1
21302,si financial group,,-1
21303,innoviva,,-1
21304,viper motorcycle-redh,,-1
21306,merisant worldwide,,-1
21307,purepoint uranium group,,-1
21308,hyster-yale materials hndlng,,-1
21309,national waterworks,,-1
21310,madison river capital,,-1
21311,westlake chemical,,-1
21312,minera alamos,,-1
21313,diamondrock hospitality,,-1
21314,great plains exploration,,-1
21315,norcross safety products,,-1
21316,gfi group,,-1
21317,homebanc,,-1
21318,mortgageit,,-1
21319,reliance bancshares/mo,,-1
21321,egenera-redh,,-1
21322,woodforest financial gp-redh,,-1
21323,coffee holding,,-1
21324,eaton vance flt rate incm tr,,-1
21325,first trust energy incm & gr,,-1
21326,monadnock bancorp,,-1
21327,avidbank,,-1
21328,credit one financial,,-1
21329,posera,,-1
21330,equinox minerals,,-1
21331,mirati therapeutics,,-1
21332,first nickel,,-1
21333,st joseph,,-1
21334,signature bank/ny,,-1
21335,canaccord genuity group,,-1
21336,centerra gold,,-1
21337,desarrolladora homex sa,,-1
21338,first clover leaf financial,,-1
21339,northwater five year mkt,,-1
21340,viad,,-1
21341,third century bancorp,,-1
21342,fraser papers,,-1
21343,ikanos communications,,-1
21344,local,,-1
21345,ishares morningstr value etf,,-1
21346,storm exploration,,-1
21347,smartbargains-redh,,-1
21348,ishares morningstar grth etf,,-1
21349,ishares morningstr us eq etf,,-1
21350,cyclacel pharmaceuticals,,-1
21351,jamdat mobile,,-1
21352,intl securities exchng hldgs,,-1
21353,cyries energy,,-1
21355,progress energy resources cp,,-1
21356,commerce energy group,,-1
21357,james river coal,,-1
21359,golden arrow resources,,-1
21360,first bankshares/va,,-1
21361,51job,,-1
21362,top ships,,-1
21363,rbs global,,-1
21364,goldquest mining,,-1
21365,medical facilities,,-1
21366,cellco partnership,,-1
21367,arbinet,,-1
21368,atx group-redh,,-1
21369,insignia energy,,-1
21370,american eagle energy,,-1
21371,valley bancorp,,-1
21372,ante4,,-1
21373,monolithic power systems,,-1
21374,odimo,,-1
21375,celebrate express,,-1
21376,access national,,-1
21377,dfc global,,-1
21378,enersys,,-1
21379,brick,,-1
21380,verenex energy,,-1
21382,first sound bank,,-1
21383,dreamworks animation skg,,-1
21385,global future city,,-1
21386,power tech,,-1
21387,cabg medical,,-1
21388,eagle test systems,,-1
21389,ecostcom,,-1
21390,clough gbl div & income fd,,-1
21391,2242749 ont,,-1
21392,premium standard farms,,-1
21393,madison cvd call & eq strtgy,,-1
21394,blackrock flt rte str ii,,-1
21395,nuveen floating rate incm op,,-1
21396,deer creek energy,,-1
21397,specialty underwriters,,-1
21398,sensus metering sys-redh,,-1
21399,general steel,,-1
21400,kenan advantage grp-redh,,-1
21401,art in motion income,,-1
21402,national atlantic,,-1
21403,cambridge display tech,,-1
21404,calamos asset management,,-1
21405,cubesmart,,-1
21406,digital realty trust,,-1
21407,kmg america,,-1
21408,nanoviricides,,-1
21409,kkr financial,,-1
21410,portalplayer,,-1
21411,biomed realty trust,,-1
21412,naugatuck valley financial,,-1
21413,matchnet-redh,,-1
21414,integrated finl systems-redh,,-1
21415,baycom,,-1
21416,mattress firm holding,,-1
21418,brightstar-redh,,-1
21419,heartland payment systems,,-1
21420,advantage advisors multi sec,,-1
21421,american campus communities,,-1
21422,build-a-bear workshop,,-1
21423,great wolf resorts,,-1
21424,medex-redh,,-1
21425,us shipping partners,,-1
21426,ecc capital,,-1
21427,feldman mall pptys -old,,-1
21428,advance amer cash advance ct,,-1
21429,wright investors service,,-1
21430,tearlab,,-1
21431,comstock holding cos,,-1
21432,foxhollow technologies,,-1
21433,environmentl bioscience-redh,,-1
21434,gold kist/de,,-1
21435,energy intl,,-1
21436,raptor pharmaceutical,,-1
21437,loring ward intl,,-1
